airline_sentiment,text
positive,@AmericanAir #AATeam thanks for working in very rigorous weather conditions for all
positive,"@AmericanAir thanks, I'll look forward to the response."
positive,0
positive,0
positive,0
positive,"@AmericanAir Chicago seen from seat 6A, AA 1620. So far a great ride! On to PDX! http://t.co/X4rsvAGIjN"
positive,0
positive,@AmericanAir Hey Becky Piela at the Orange County airport has been really kind and helpful with rescheduling our flight!
positive,@AmericanAir Thank you!!!! I will be there to pick her up on time.
positive,0
positive,0
positive,@AmericanAir THANK YOU!!! 👍👍👍👍👍
positive,0
positive,0
positive,0
positive,@AmericanAir welcome anyone who works in those conditions deserves a thank you even though I am other side of #Atlantic lol xx
positive,0
positive,0
positive,@AmericanAir i got a new reservation for tomorrow. Thanks!
positive,"@AmericanAir $90 dollar RT ticket to Chicago? Yes, Please!"
positive,@AmericanAir Let's all have a extraordinary week and make it a year to remember #GoingForGreat 2015 thanks so much American Airlines!!!
positive,0
positive,@AmericanAir Kudos to the crew of Flt 167 today. Specially to Carlton. Loved your new 767-300. Keep up the good work AA!
positive,@AmericanAir Thank you. It's much appreciated. We have been on the plane for 90 min now at the gate.
positive,@AmericanAir All of the nicest people in the world work at Admiral's clubs. Gladys in San Juan es mi Amiga
positive,"@AmericanAir I love very much your planes, can you please follow me back? It's an amazing bussines!"
positive,0
positive,@AmericanAir thanks!
positive,0
positive,0
positive,0
positive,@AmericanAir  CXL flight. rebooked 2 PAX no problems. Thank you and everyone at AA for helping us all out!
positive,0
positive,"@AmericanAir My pleasure, next AA flight - this Wednesday to Milan, Italy for @MIDOExhibition -- See you then! :)"
positive,@AmericanAir THANK YOU FOR ALL THE HELP!  :P You guys are the best.  #americanairlines #americanair
positive,@AmericanAir exceptional customer service from AA - my misplaced item was waiting for me at checkin followed by a smooth flight. Thank you!
positive,0
positive,"@AmericanAir will award me 50,000 air miles!!! Yes I am going to take a vacation! 
#thanksamericanairlines"
positive,"@AmericanAir sure, thank you!"
positive,@AmericanAir F-A-N-T-A-S-T-I-C!! thanks again for coming thru with great customer service!
positive,.@AmericanAir @TyWinter it's really the small things--the details--that make an excellent experience or a really irritating one.
positive,0
positive,"@AmericanAir Yay, thanks! Appreciate the help, I know it's NUTS right now with the cold and ice!"
positive,0
positive,"@AmericanAir me too. Despite the chaos, I'm still grateful for a flight home ✈️"
positive,@AmericanAir it's always nice coming home but I wish you'd fly LAX-MAD and keep me away from Iberia 😜✈️ #GoingForGreat
positive,"@AmericanAir thanks! a response is better than nothing at all {ahem, @USAirways}"
positive,@AmericanAir those were snacks we left on purpose for your team. :) for being so helpful this morning at the desk and on the phone!
positive,0
positive,0
positive,@AmericanAir ok thank you!
positive,0
positive,@AmericanAir thank you for NOT Cancelled Flighting all flights and putting my husbands life in danger driving in this weather. #safetyfirst
positive,@AmericanAir finally called! Can't get met Seattle so refund will be processed. Thanks
positive,@AmericanAir awesome flight this morning on AA3230! Awesome crew and even landed early!
positive,0
positive,0
positive,0
positive,@AmericanAir although there was a 6 hour delay every single staff member from the ticket desk to the admirals club in was as sweet as pie
positive,@AmericanAir Kudos to ticket agents for #2224 for making passengers check bags that are too big to fit in overhead.
positive,@AmericanAir thanks to Jacqueline in CLT for cleaning up @amexserve and @USAirways mess!!! Awesome service
positive,@AmericanAir thanks for responding ... will do!
positive,@AmericanAir ok thank you. What if I can't get a hold of someone to get a new flight?
positive,0
positive,@AmericanAir thank you!
positive,@AmericanAir in miami and the  agents Rachel Wong and Marisol Pimentel were very  pleasant in a world of chaos a BIG .thank u
positive,@AmericanAir no apologies required. I made it home safe thanks to you! Kudos to AA!
positive,"@AmericanAir I love travel with yours planes, all people is very nice, it's amazing! Can you please follow me back? 😋I love the company!"
positive,"@AmericanAir no worries, loved flying with you guys. Thanks!"
positive,@AmericanAir would also like say kind move on adding the points !
positive,0
positive,0
positive,@AmericanAir thank you for doing the best you could to get me rebooked. Agent on phone &amp; addtl resolution on DM was very much appreciated.
positive,@AmericanAir Karen Riedel is a rock star employee and a miracle worker.  I really appreciated her help this morning!
positive,@AmericanAir thank you!
positive,0
positive,@AmericanAir v nice of you to give me a breakfast voucher for $7 in an airport. That almost got me a whole drink!!
positive,@AmericanAir Eventually the call got through. Not sure what changed. Thank you a lot though!
positive,@AmericanAir Thanks :-) Good to be back safely. See you again soon!
positive,"@AmericanAir Thanks guys, you got it. I'm heading to Milan on Wednesday, so big week with the AA family :)"
positive,0
positive,@AmericanAir @USAirways wonderful FC FA on flight 2062 pre dawn!  Nice start to the day!
positive,0
positive,@AmericanAir Thanks for the champagne  AA153 ORD-NRT to celebrate my #TokyoMarathon2015 finish! http://t.co/Ij4xL01tKX
positive,"@AmericanAir - Whoooo Hooooo just crossed 25,367!!! At my current pace I should reach 152,202 for the year."
positive,@AmericanAir thanks for following up. I think it's fair to refund the ticket price and the two one way rental cars I had to buy.
positive,0
positive,@AmericanAir 1) I was on 1610 today to YYZ. I had a bit of a bag issue that was cleared up beautifully. Thank you to all of the check in
positive,@AmericanAir gate agent Jan L at Phoenix was at least able to get my younger daughter seated near my wife. Thank you!
positive,@AmericanAir you're my early frontrunner for best airline! #oscars2016
positive,@AmericanAir all good! I'm catching the 11:10p flight tonight. Thanks for the response.
positive,0
positive,@AmericanAir Thanks! Are they really open 3.30 am - 7 pm every day? Any way to check they are open before going all the way there? Thanks.
positive,0
positive,0
positive,@AmericanAir 🙏 in my hotel now. Thank you!
positive,@AmericanAir Got my bags this morning! Thanks!
positive,"@AmericanAir Joanna is wonderful, new flight booked by a very friendly and helpful agent during a very stressful day! Thank You!"
positive,@AmericanAir ok no worries. Thanks for the straight story. It's appreciated.
positive,@AmericanAir wow that's helpful.
positive,“@AmericanAir: @nlrphoto Those are very beautiful photos!” Thx! Would marketing dept be interested in buying?
positive,@AmericanAir we made it so no worries... You guys did good tonight and even put @ESPN_CoachMack on my flight #firstclass
positive,0
positive,@AmericanAir Didn't really need anything. Saw your mentions are often negative. Keep up the good work. #gratitude  🇺🇸✈️
positive,@AmericanAir #AmericanView Sweet Home Chicago http://t.co/J6icLV8DTs
positive,"@AmericanAir LTALJX, from DCA to OMA this morning. All of the staff that helped me fix my problem were so helpful. #goodthingscome #thanks"
positive,"@AmericanAir Yes, thanks for checking. Very cramped, but got on &amp; made it safely. Flying back tomorrow at 1pm. http://t.co/CSddCCMvbD"
positive,@AmericanAir great flight experience again... SFO-JFK... Dare I say it? A consistent high quality on a legacy airline? Keep it up guys!
positive,0
positive,@AmericanAir #americanview New paint scheme looks great! #usairways http://t.co/Gt6umHbh43
positive,@AmericanAir thank you for the update!
positive,@AmericanAir Shout-out to all the ground crews working in the cold! Thanks for what y'all do. (&amp; social media team for customer service)
positive,0
positive,@AmericanAir thanks to Marie for reFlight Booking Problems me and my friends!!! I'm Cali bound thanks to this sweet angel! #blessed
positive,@AmericanAir hats off to Admiral Lounge attendant @ YYZ Terminal 3 who gave her banana to our toddler when none avail elsewhere.
positive,@AmericanAir I tried that. They won't book us with another airline. I wish I had flown with you! We are now stuck in FL til Weds.
positive,@AmericanAir I'm booked for Tuesday night. 60 degrees in Alabama right now. I'm good. Stay warm and safe.
positive,0
positive,Thank you for sending more details  @AmericanAir: They're pretty handy dandy. more info here: http://t.co/FvlxIRh1F1 #LookforwardtoflywithAA
positive,@AmericanAir @DAI_President Good luck at DFW this evening AA!
positive,@AmericanAir Awesome customer service on #390 from rdu. They snuck my wife a warm cookie. Thx!
positive,@AmericanAir thanks to FA Shawn for spectacular service on FLT 79 LHRDFW and to FA Susan for such a warm engaging onboard welcome
positive,@AmericanAir I ended up on a flight to LA my fourth time on standby. Thanks! http://t.co/NA5G5EAKPA
positive,"@AmericanAir that's ok, thanks for letting me know. Appreciate all the responses."
positive,@AmericanAir thanks for the show! 👍
positive,@AmericanAir no worries even though I was talking about seat assignment :)
positive,@AmericanAir Great seats on this aircraft!
positive,@AmericanAir DONE!! thank you so much!!
positive,@AmericanAir everything's good now brothaaaaaa
positive,@AmericanAir it was 1265 coming and next catching 2396 home to DCA. Let's get another great leg too tonight!
positive,@AmericanAir i appreciate your apology. Sincerely. Thank you. That's really all I ever wanted to begin with.
positive,"@AmericanAir versus @JetBlue 
in Customer Service?
Who will win!
For Me @AmericanAir is a convenience to a trip to Cali &lt;3"
positive,@americanair @bershawnjackson big UPS to Newark airport staff &amp;&amp; D.Dean. I was also treated lovely while I was in town. ❤❤
positive,"@AmericanAir ok, thanks you! Have a great night AA team!"
positive,0
positive,0
positive,@AmericanAir I'm great thanks keep up the good work
positive,@AmericanAir shoutout to the agent on duty now @ Gate B1 #ABQ / outstanding customer service w delayed FLT 336 http://t.co/OoEJ4d4JoP
positive,@AmericanAir Thank you. Good suggestion. I checked and we were not rebooked. We'll keep checking and looking for other flights
positive,0
positive,"“@AmericanAir: @Dawn_Davis You're very welcome, Dawn. We love taking you flying. Let's do it again!” Again in 1 week!"
